OTU	T1	T2	T4	Genus-species	acc	id%	Trophic	occurrence	readnumber	B-Surf-20	B-Surf-5	B-Surf-0.2	C-Surf-20	C-Surf-5	C-Surf-0.2	M-DCM-5	M-DCM-0.2	A-Surf-20	C-DCM-20	C-DCM-5	C-DCM-0.2	D-15m-20	D-15m-5	D-15m-0.2	D-50m-20	D-50m-5	D-50m-0.2	E-Surf-20	E-Surf-5	E-Surf-0.2	E-DCM-20	E-DCM-5	E-DCM-0.2	G-Surf-20	G-Surf-5	G-Surf-0.2	G-DCM-20	G-DCM-5	G-DCM-0.2	H-Surf-20	A-Surf-0.2	H-Surf-0.2	H-DCM-20	H-DCM-5	H-DCM-0.2	I-Surf-20	I-Surf-5	I-Surf-0.2	I-15m-20	I-15m-5	I-15m-0.2	J-Surf-20	J-Surf-5	J-Surf-0.2	J-DCM-20	J-DCM-5	J-DCM-0.2	K-Surf-20	K-Surf-5	K-Surf-0.2	K-DCM-20	K-DCM-5	K-DCM-0.2	L-Surf-20	L-Surf-5	L-Surf-0.2	L-DCM-20	L-DCM-5	L-DCM-0.2	M-Surf-20	M-Surf-5	M-Surf-0.2	M-DCM-20	O-DCM-20	O-DCM-0.2	O-Bucket-5	P-Surf-20	P-DCM-20	P-DCM-5	P-DCM-0.2	Q-Surf-20	Q-Surf-0.2	Q-DCM-0.2	Q-Bucket-20	Q-Bucket-5	Q-Bucket-0.2	R-Surf-0.2	A-DCM-20	A-DCM-0.2	O-Surf-20	O-Surf-5	O-Surf-0.2	O-DCM-5	O-Bucket-20	O-Bucket-0.2	P-Surf-5	P-Surf-0.2	Q-Surf-5	Q-DCM-20	Q-DCM-5	R-Surf-20	R-Surf-5	R-16m-20	R-16m-5	R-16m-0.2
OTU1861	Sar	Alveolata	Dinophyceae	Heterocapsa-rotundata	KY980260	95	Mixo	25	167	0	1	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	32	0	2	26	0	1	24	0	0	13	0	3	6	0	2	14	0	0	3	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	9	4	1	0	0	0
OTU188	Sar	Alveolata	Dinophyceae	Lepidodinium-sp.-MH-360	AB686255	98	Mixo	37	203	0	11	4	0	1	0	1	0	0	0	37	9	0	0	0	0	44	11	0	4	1	0	9	4	0	5	2	0	1	4	0	3	0	0	6	0	0	6	1	0	6	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	4	3	0	0	1	0	0	0	0	0	2	0	4	0	7	0	0	1	0	0	0	2	0	0	0	0	0
OTU1888	Sar	Alveolata	Dinophyceae	Prorocentrum-sp.	MN824022	96	Mixo	51	549	3	64	4	0	6	1	13	1	0	0	30	6	0	26	1	0	24	4	0	4	4	0	22	3	0	24	4	0	0	11	0	5	0	0	16	5	0	23	0	0	21	1	0	9	2	0	13	2	0	2	0	0	11	1	0	5	2	0	19	1	0	0	1	0	0	0	19	0	0	48	1	0	0	3	0	0	0	3	0	19	0	6	0	14	0	1	8	0	0	0	31	0	0	0	1	1
OTU1891	Sar	Alveolata	Dinophyceae	Karlodinium-veneficum	KY979983	99	Mixo	31	110	0	0	0	0	0	0	13	2	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	1	0	1	3	1	0	21	0	0	0	0	0	0	1	9	7	1	14	6	0	1	0	0	0	1	0	0	0	2	0	1	0	1	1	0	0	1	0	3	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	1	0	0	0	1	0	0	0	0	0
OTU1892	Viridiplantae	Chlorophyta	Pyramimonadophyceae	Pyramimonas-diskoicola	KP792646	93	Mixo	29	110	0	1	0	0	5	0	0	0	0	0	0	0	0	4	1	0	0	0	0	1	1	0	10	0	0	12	0	0	0	0	0	8	8	0	2	0	0	3	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	1	4	0	0	0	6	1	2	0	1	3	2	1	0	0	0	4	0	11	5
OTU19	Sar	Alveolata	Dinophyceae	Heterocapsa-rotundata	KY980285	100	Mixo	85	19311	14	1641	247	1	104	40	406	124	3	2	1466	476	2	191	74	4	2421	559	2	429	224	0	658	241	1	485	77	2	15	545	1	394	38	1	193	56	1	346	60	4	387	72	2	191	33	0	369	151	1	260	53	1	226	144	4	350	86	0	489	80	6	184	72	0	0	84	568	0	0	830	205	0	1	142	0	0	0	44	9	857	5	493	64	328	3	1	306	77	2	3	379	3	34	4	91	69
OTU190	Sar	Alveolata	Dinophyceae	Karlodinium-veneficum	KY979994	95	Mixo	58	1237	0	4	2	0	0	0	363	3	0	0	2	1	0	1	0	1	8	7	0	1	2	0	2	1	2	3	6	0	0	14	0	3	0	1	3	2	1	14	0	1	10	3	1	3	0	4	5	0	11	3	0	6	5	1	92	12	1	15	20	0	4	16	3	13	19	1	10	6	0	12	9	0	0	0	0	0	0	0	0	0	0	278	0	203	0	0	8	1	0	0	11	0	1	0	2	0
OTU1907	Viridiplantae	Chlorophyta	Mamiellophyceae	Micromonas-polaris	KY682863	99	Mixo	21	143	0	0	1	0	0	4	0	4	0	0	0	2	0	0	0	0	0	4	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	4	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	18	0	0	63	0	21	0	0	0	0	0	0	0	0
OTU1912	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera-cryophila	HQ111513	96	Mixo	34	202	0	3	3	0	3	7	0	0	0	0	0	1	0	5	12	0	0	1	0	0	13	0	7	5	0	6	3	0	0	0	0	12	4	0	0	0	0	7	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	5	0	0	3	11	0	0	1	0	2	12	1	0	22	3	28	2	0	0	0	0	0	2	4
OTU1949	Sar	Alveolata	Dinophyceae	Heterocapsa-rotundata	KY980138	97	Mixo	15	151	0	0	0	0	0	2	0	13	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	5	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	68	0	0	0	28	0	0	0	0	0	11	0	0	0	0	3	2	0	0	0	0	0	0	0
OTU195	Sar	Alveolata	Dinophyceae	Karlodinium-veneficum	KY979983	95	Mixo	66	1457	1	18	3	0	1	1	334	8	0	0	5	6	0	1	2	0	31	13	0	11	2	0	4	7	0	13	4	0	0	32	0	8	1	1	5	0	6	55	5	5	51	3	1	20	2	3	33	7	0	35	3	3	49	9	11	37	5	3	63	3	9	51	8	26	1	2	39	0	1	43	4	0	0	0	0	0	0	0	0	3	7	151	3	133	0	0	13	0	0	0	29	0	1	0	9	0
OTU1950	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera-cryophila	HQ111513	89	Mixo	34	192	0	5	1	0	3	7	0	0	0	0	3	0	0	4	5	0	0	0	0	1	3	0	6	2	0	3	1	0	0	0	0	0	5	0	0	0	0	0	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	28	2	0	6	12	3	0	0	0	18	5	21	0	4	1	18	0	0	2	0	1	0	0	7
OTU1952	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera-cryophila	HQ111513	97	Mixo	26	231	0	0	0	0	13	6	0	0	0	0	1	0	0	21	5	0	0	0	0	2	2	0	7	1	0	6	0	0	0	0	0	1	8	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	29	0	0	26	49	6	0	0	0	0	0	0	0	4	9	4	17	0	0	0	0	0	2	1
OTU1955	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera-cryophila	DQ452092	89	Mixo	19	172	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	42	4	63	0	0	0	1	2	0	0	0	3	0	13	0	0	0	16	0	8	1
OTU1960	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera-cryophila	HQ111513	92	Mixo	43	388	0	7	5	0	5	16	0	0	0	0	5	2	1	14	7	0	0	0	0	4	5	0	8	2	0	12	0	0	0	2	0	6	19	0	0	5	0	9	5	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	6	0	0	0	0	0	38	0	0	3	42	25	0	0	0	21	6	11	0	14	9	33	3	0	7	0	1	0	3	18
OTU1966	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera-cryophila	HQ111513	96	Mixo	28	135	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	3	0	0	3	0	0	2	0	0	0	0	1	7	3	0	1	0	0	0	0	0	2	0	0	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	1	0	0	4	0	2	0	2	35	19	6	18	0
OTU1972	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera-cryophila	HQ111513	94	Mixo	18	87	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	6	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	1	0	0	0	3	0	0	0	0	2	0	16	0	0	8	14	2	14	0
OTU1987	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera-cryophila	HQ111513	94	Mixo	36	221	0	2	2	0	9	12	0	0	0	0	1	1	0	6	10	0	0	1	0	4	19	0	13	12	0	5	7	0	0	2	0	12	6	0	1	0	0	9	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	10	0	0	2	2	0	0	1	0	17	2	15	0	3	9	4	3	0	0	0	2	0	1	0
OTU2005	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera-cryophila	HQ111513	94	Mixo	25	150	0	1	0	0	4	3	0	0	0	0	0	0	0	2	12	0	0	0	0	0	5	0	1	0	0	0	0	0	0	2	0	6	5	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	35	10	0	0	0	0	2	0	0	7	4	16	4	0	0	0	1	0	4	14
OTU2008	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera-cryophila	HQ111513	92	Mixo	28	90	0	1	3	0	4	8	0	0	0	0	0	0	0	1	9	0	0	1	0	0	3	0	1	2	0	1	1	0	0	0	0	0	4	0	0	3	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	3	0	1	11	1	0	0	0	1	3	0	0	4	0	7	1	0	0	0	0	0	0	0
OTU204	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera-cryophila	HQ111513	99	Mixo	57	2909	1	8	13	0	94	48	0	0	0	0	25	0	0	134	73	0	2	0	0	66	97	0	131	48	0	112	14	0	0	3	3	114	177	0	11	11	0	98	5	0	74	3	0	5	0	0	4	0	0	2	1	0	0	3	0	4	4	0	6	1	0	0	0	0	0	12	104	0	0	1	0	0	111	2	3	131	116	99	0	7	0	61	19	28	0	52	131	58	159	0	7	33	120	6	115	139
OTU2045	Sar	Alveolata	Dinophyceae	Karlodinium-veneficum	KY980224	93	Mixo	37	191	0	5	7	0	2	0	1	1	0	0	7	12	0	4	6	0	23	15	0	7	2	0	2	2	0	6	1	0	0	30	0	11	1	0	3	3	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	5	0	0	1	0	0	0	0	0	0	15	0	1	0	0	0	0	1	1	0	0	5	0	1	0	3	0
OTU205	Sar	Alveolata	Dinophyceae	Warnowia-sp.-5-AR-2015	KP790170	99	Mixo	42	202	0	7	14	0	0	0	3	0	0	0	2	7	0	0	1	0	3	9	0	4	2	0	1	7	0	7	2	0	0	14	0	0	1	0	4	22	0	14	2	0	20	2	0	0	0	0	0	2	0	1	2	0	0	0	0	1	1	0	1	0	0	0	2	0	0	2	2	0	0	1	2	0	0	3	0	0	0	1	0	3	0	0	4	1	0	0	0	3	0	0	2	0	0	0	2	18
OTU2050	Sar	Alveolata	Dinophyceae	Karlodinium-veneficum	KY979994	97	Mixo	26	118	0	1	0	0	2	0	40	0	0	0	0	0	0	1	0	0	1	1	0	3	0	0	0	2	0	4	1	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	5	0	0	2	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	1	9	0	0	1	0	0	0	13	0	1	0	0	0
OTU2073	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera-cryophila	MK956818	99	Mixo	20	74	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	2	6	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	7	0	14	0	0	0	1	0	1	0	0	2	0	2	0	0	0	4	0	2	16
OTU209	Sar	Alveolata	Dinophyceae	Warnowia-sp.-5-AR-2015	KP790170	99	Mixo	64	1328	1	20	58	0	0	4	1	0	0	1	11	41	0	0	2	1	10	24	0	10	12	0	9	19	2	19	12	0	2	57	0	0	0	0	60	270	2	66	53	11	71	45	0	4	4	0	4	3	0	1	4	0	1	1	0	6	8	0	0	8	2	3	0	2	2	36	18	0	0	6	3	0	0	42	0	0	0	11	2	28	1	6	27	5	5	0	5	16	0	0	4	0	3	2	49	112
OTU2092	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera-cryophila	HQ111513	95	Mixo	34	170	0	1	0	0	6	1	1	0	0	0	2	0	0	2	2	0	1	0	0	3	3	0	7	2	0	0	0	0	0	0	0	17	4	0	4	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	5	6	1	0	0	0	4	0	0	0	1	7	3	9	0	0	3	17	3	23	18
OTU21	Sar	Stramenopiles	Dictyochophyceae	Pedinellales-sp.-RCC2289	JF794054	99	Mixo	74	17035	0	133	21	0	184	27	4	4	2	0	156	15	0	15	5	1	19	21	0	210	30	0	117	13	0	19	1	0	0	1	0	1835	292	15	4304	1692	0	17	14	0	15	10	1	18	28	0	70	171	0	43	15	2	16	42	0	11	19	0	21	8	0	19	3	1	0	34	107	0	0	2	1	2	31	170	0	99	65	27	1	455	1	27	41	12	0	17	789	91	460	3	121	45	1594	1	1855	1304
OTU215	Viridiplantae	Chlorophyta	Mamiellophyceae	Micromonas-polaris	KY682863	97	Mixo	25	1157	0	0	71	0	0	31	0	5	0	1	0	72	0	0	10	0	0	100	0	0	62	0	0	61	0	0	4	0	0	36	0	0	2	0	0	22	0	0	35	0	0	19	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	89	0	0	0	0	76	0	0	5	0	0	0	0	0	0	0	1	188	4	0	199	0	60	0	0	0	0	0	0	0	0
OTU217	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera-cryophila	HQ111513	98	Mixo	45	1693	0	7	2	0	78	19	0	0	0	0	20	0	1	255	59	0	0	0	0	21	37	0	43	11	0	55	5	0	0	2	0	37	30	0	2	3	0	14	7	0	9	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	48	0	0	0	1	0	199	3	0	98	240	27	0	1	0	36	10	1	0	53	36	52	83	0	12	0	7	0	26	34
OTU218	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera-cryophila	MK956818	100	Mixo	49	1129	0	5	4	0	21	8	0	0	0	0	2	0	0	21	8	0	1	1	0	10	14	0	15	8	0	12	1	0	0	0	1	46	49	0	5	6	0	46	4	0	53	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	8	45	0	0	1	0	0	10	2	0	47	21	147	0	1	0	48	11	41	0	14	47	13	40	0	3	9	65	4	78	126
OTU2185	Sar	Alveolata	Dinophyceae	Heterocapsa-rotundata	KY980260	98	Mixo	36	291	2	1	0	0	4	0	23	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	3	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	13	31	0	6	31	0	8	11	0	12	20	0	2	10	0	6	16	0	7	10	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	3	0	9	0	0	0	3	5	21	1	4	0
OTU2228	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera-cryophila	HQ111513	94	Mixo	16	291	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	6	1	0	5	0	0	85	0	0	0	0	0	0	0	0	0	0	0	37	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	60	0	46	0	0	4	0	0	0	3	0	0	0	0	0
OTU223	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera-cryophila	HQ111513	95	Mixo	59	1843	0	44	12	0	46	34	3	0	0	0	34	4	0	141	57	0	2	1	0	61	80	0	157	56	0	120	11	0	0	7	0	51	84	0	8	10	0	69	5	0	43	16	0	4	4	0	3	3	0	2	5	0	0	0	0	2	3	0	4	4	0	1	1	0	0	6	84	0	0	3	0	0	85	1	0	18	42	10	0	9	0	71	6	53	0	6	41	19	17	0	13	4	42	0	79	42
OTU2231	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera-cryophila	HQ111513	92	Mixo	20	94	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	5	0	0	1	0	0	2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	0	0	0	1	1	2	0	2	0	0	0	0	0	0	0	18	28	6	12	0
OTU2233	Sar	Alveolata	Dinophyceae	Prorocentrum-sp.	MN824022	96	Mixo	46	329	0	34	3	0	5	0	4	0	0	0	7	0	0	20	3	0	6	1	0	1	1	0	6	4	0	19	3	0	0	12	0	1	0	0	14	1	0	7	2	0	11	0	0	8	0	0	16	6	0	8	0	0	10	1	1	8	0	0	10	3	0	2	2	0	0	3	7	0	0	33	2	0	0	1	0	0	0	2	0	2	0	3	0	14	0	0	6	0	0	0	13	0	0	0	0	3
OTU2235	Sar	Alveolata	Dinophyceae	Warnowia-sp.-5-AR-2015	KP790170	97	Mixo	18	103	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	16	7	10	40	5	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0
OTU2237	Viridiplantae	Chlorophyta	Mamiellophyceae	Micromonas-polaris	KY682863	98	Mixo	16	100	0	2	9	0	0	2	0	0	0	0	0	5	0	0	0	0	0	10	0	0	14	0	0	7	0	0	2	0	0	5	0	0	0	0	0	2	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0
OTU2238	Sar	Alveolata	Dinophyceae	Heterocapsa-rotundata	KY980138	98	Mixo	34	156	0	0	0	0	0	2	0	6	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	1	0	1	5	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	48	1	0	1	31	3	0	0	3	2	4	2	1	2	1	0	3	0	0	0	0	0	1	1
OTU2241	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera-cryophila	HQ111513	93	Mixo	36	148	0	0	7	0	3	7	0	0	0	0	6	0	0	4	7	0	0	4	0	3	16	0	5	12	0	6	3	0	0	0	0	2	9	0	0	2	0	5	2	0	8	0	0	1	3	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	2	0	0	2	0	5	1	0	0	0	0	0	0	10
OTU227	Sar	Stramenopiles	Dictyochophyceae	Pedinellales-sp.-RCC2289	JF794054	98	Mixo	52	1417	0	38	4	0	21	2	0	4	0	0	40	1	0	0	1	0	6	3	0	21	3	0	15	2	0	2	0	0	0	0	0	128	27	0	313	202	0	1	0	0	1	0	0	1	1	0	4	22	0	4	0	0	1	4	0	0	1	0	1	1	0	1	3	0	0	0	9	0	0	1	0	0	5	18	0	1	1	2	0	53	0	6	3	5	0	0	57	3	4	0	23	2	83	0	143	119
OTU2285	Sar	Alveolata	Dinophyceae	Heterocapsa-rotundata	KY980129	93	Mixo	10	103	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	4	26	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0
OTU2287	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera-cryophila	HQ111513	98	Mixo	22	83	0	0	0	0	5	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	6	1	0	1	0	0	0	0	0	2	12	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	4	3	15	0	0	0	0	2	0	0	0	0	0	6	0	0	0	3	0	4	2
OTU2299	Sar	Alveolata	Dinophyceae	Karenia-papilionacea	HM067005	99	Mixo	50	360	0	10	18	0	8	9	2	1	0	0	15	18	0	12	7	0	3	11	0	6	17	0	13	17	0	10	0	0	0	18	0	20	15	0	5	3	0	1	0	0	3	0	0	2	0	0	7	4	0	2	1	0	3	0	0	3	0	0	2	0	0	1	2	0	0	5	8	0	0	1	3	0	0	2	0	0	0	1	0	4	0	5	5	3	0	0	11	0	5	0	7	0	6	0	15	10
OTU2306	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Geminigera-cryophila	HQ111513	93	Mixo	25	108	0	1	0	0	2	1	0	0	0	0	0	0	0	3	3	0	0	0	0	2	2	0	2	2	0	1	0	0	0	0	0	17	3	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	4	0	1	0	0	0	0	0	3	8	6	1	0	0	0	0	0	6	31
OTU2323	Sar	Alveolata	Dinophyceae	Heterocapsa-rotundata	KY980260	94	Mixo	44	197	0	21	0	0	3	0	6	2	0	0	7	2	0	5	1	0	6	1	0	1	0	0	5	0	0	7	1	0	0	12	0	0	1	2	8	0	0	4	2	1	15	1	0	2	0	0	7	2	0	3	0	0	4	4	0	3	1	0	5	0	0	0	1	0	0	2	3	0	0	16	1	0	0	2	0	0	0	0	0	1	0	3	0	9	0	0	2	0	0	0	11	0	0	0	0	1
OTU2327	Sar	Alveolata	Dinophyceae	Prorocentrum-sp.	MN824022	93	Mixo	29	111	0	6	1	0	5	0	0	0	0	0	15	0	0	21	6	0	2	3	0	0	0	0	7	3	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	1	0	0	3	0	0	3	0	1	3	0	0	0	3	4	0	0	2	0	0	0	1	1
OTU2337	Sar	Alveolata	Dinophyceae	Prorocentrum-sp.	MN824022	94	Mixo	37	171	0	5	5	0	5	2	0	0	0	0	3	7	0	7	47	0	3	14	0	3	5	0	2	7	0	4	3	0	0	7	0	0	0	0	0	6	0	0	0	0	1	2	0	1	2	0	0	3	0	0	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	4	0	0	1	1	7	0	0	1	0	0	0	0	0
OTU2338	Sar	Alveolata	Dinophyceae	Prorocentrum-sp.	MN824022	96	Mixo	37	324	0	5	1	0	18	0	0	0	0	0	26	1	2	116	19	0	2	4	0	4	1	0	20	0	0	6	2	0	0	2	0	0	2	0	5	0	0	1	1	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	4	4	0	0	1	1	0	2	0	2	1	1	0	0	1	2	3	0	38	0	0	0	3	5
OTU2361	Sar	Alveolata	Dinophyceae	Heterocapsa-rotundata	KY980285	98	Mixo	38	127	0	6	6	0	2	0	0	1	0	0	4	5	0	1	0	0	1	11	0	1	4	0	4	7	0	3	1	0	0	8	0	4	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	5	5	0	0	0	16	0	0	2	0	0	0	1	0	3	0	5	4	1	0	1	1	3	0	0	2	0	0	0	1	0
OTU2363	Viridiplantae	Chlorophyta	Mamiellophyceae	Micromonas-polaris	KY682863	91	Mixo	15	115	0	0	3	0	0	4	0	0	0	0	0	2	0	0	0	0	0	14	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	13	0	0	20	0	17	0	0	0	0	0	0	0	0
OTU239	Viridiplantae	Chlorophyta	Mamiellophyceae	Micromonas-polaris	KY682863	98	Mixo	34	1430	0	1	37	0	0	20	0	13	0	0	0	23	0	1	13	0	0	22	0	0	18	0	0	13	0	0	3	0	0	13	0	0	11	0	0	19	0	0	26	0	0	24	0	0	0	0	0	3	0	0	2	0	0	9	0	0	5	0	0	1	0	0	2	0	0	80	2	0	0	0	62	0	11	24	0	0	13	1	0	0	0	0	246	0	0	528	0	182	1	0	0	0	0	0	0	1
