OTU	T1	T2	T4	Genus-species	acc	id%	Trophic	occurrence	readnumber	B-Surf-20	B-Surf-5	B-Surf-0.2	C-Surf-20	C-Surf-5	C-Surf-0.2	M-DCM-5	M-DCM-0.2	A-Surf-20	C-DCM-20	C-DCM-5	C-DCM-0.2	D-15m-20	D-15m-5	D-15m-0.2	D-50m-20	D-50m-5	D-50m-0.2	E-Surf-20	E-Surf-5	E-Surf-0.2	E-DCM-20	E-DCM-5	E-DCM-0.2	G-Surf-20	G-Surf-5	G-Surf-0.2	G-DCM-20	G-DCM-5	G-DCM-0.2	H-Surf-20	A-Surf-0.2	H-Surf-0.2	H-DCM-20	H-DCM-5	H-DCM-0.2	I-Surf-20	I-Surf-5	I-Surf-0.2	I-15m-20	I-15m-5	I-15m-0.2	J-Surf-20	J-Surf-5	J-Surf-0.2	J-DCM-20	J-DCM-5	J-DCM-0.2	K-Surf-20	K-Surf-5	K-Surf-0.2	K-DCM-20	K-DCM-5	K-DCM-0.2	L-Surf-20	L-Surf-5	L-Surf-0.2	L-DCM-20	L-DCM-5	L-DCM-0.2	M-Surf-20	M-Surf-5	M-Surf-0.2	M-DCM-20	O-DCM-20	O-DCM-0.2	O-Bucket-5	P-Surf-20	P-DCM-20	P-DCM-5	P-DCM-0.2	Q-Surf-20	Q-Surf-0.2	Q-DCM-0.2	Q-Bucket-20	Q-Bucket-5	Q-Bucket-0.2	R-Surf-0.2	A-DCM-20	A-DCM-0.2	O-Surf-20	O-Surf-5	O-Surf-0.2	O-DCM-5	O-Bucket-20	O-Bucket-0.2	P-Surf-5	P-Surf-0.2	Q-Surf-5	Q-DCM-20	Q-DCM-5	R-Surf-20	R-Surf-5	R-16m-20	R-16m-5	R-16m-0.2
OTU435	Eukaryota-incertae-sedis	Picozoa	unclassified-Picozoa	Picobiliphyte-sp.-MS609-66	JN934893	95	Hetero-Colloids	55	416	0	3	3	0	14	2	0	0	0	0	31	3	0	35	10	0	4	9	0	8	4	0	12	1	0	10	2	0	0	0	0	9	6	0	16	12	0	12	6	0	7	9	0	1	1	0	3	4	0	3	1	0	1	7	0	2	0	0	2	3	0	1	0	0	0	1	22	0	0	1	1	0	7	22	0	4	9	0	0	2	0	17	9	1	0	9	14	17	8	0	13	0	0	0	1	1
OTU463	Eukaryota-incertae-sedis	Picozoa	Picomonadea	Picomonas-judraskeda	JX988758	89	Hetero-Colloids	47	454	0	10	5	0	20	2	1	0	0	0	41	4	0	50	27	0	2	2	0	5	4	0	16	2	0	9	0	0	0	0	0	2	1	0	1	3	0	0	2	0	2	4	0	0	1	0	0	1	0	1	0	0	0	4	0	2	0	0	0	1	0	0	0	0	0	2	10	0	0	2	1	0	54	16	0	2	74	0	0	1	0	4	11	0	0	10	3	11	13	0	11	0	0	0	3	1
OTU573	Eukaryota-incertae-sedis	Picozoa	Picomonadea	Picomonas-judraskeda	JX988758	91	Hetero-Colloids	26	191	0	6	0	0	1	0	0	0	0	0	7	1	0	8	3	0	0	2	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	32	26	0	0	41	0	0	0	0	2	11	1	0	12	0	12	0	0	9	0	0	0	0	1
OTU608	Eukaryota-incertae-sedis	Picozoa	Picomonadea	Picomonas-judraskeda	JX988758	90	Hetero-Colloids	30	272	0	2	0	0	11	4	0	0	0	0	3	0	1	28	4	0	0	0	0	3	2	0	6	0	0	0	0	0	0	0	0	2	5	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	50	1	0	21	63	3	0	0	0	2	1	0	0	4	4	7	26	0	1	0	0	0	8	1
OTU632	Eukaryota-incertae-sedis	Picozoa	unclassified-Picozoa	Picobiliphyte-sp.-MS584-11	MG202004	94	Hetero-Colloids	27	319	0	0	2	0	4	6	0	0	0	0	7	0	0	7	14	0	0	4	0	0	3	0	2	3	0	2	0	0	0	0	0	0	1	0	1	0	0	0	7	0	0	9	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	14	46	0	0	35	0	0	0	0	1	25	0	0	85	0	27	7	0	1	0	0	0	0	0
OTU664	Eukaryota-incertae-sedis	Picozoa	unclassified-Picozoa	Picobiliphyte-sp.-MS584-11	MG202004	98	Hetero-Colloids	37	408	0	0	2	0	3	3	0	0	0	0	10	7	0	11	9	0	0	4	0	1	1	0	2	2	0	2	3	0	0	7	0	0	0	0	0	1	0	0	5	0	1	17	0	0	0	0	0	2	0	0	0	0	0	5	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	24	35	0	0	37	0	0	1	0	1	32	0	0	125	3	37	7	0	2	0	0	0	0	1
OTU770	Eukaryota-incertae-sedis	Picozoa	unclassified-Picozoa	Picobiliphyte-sp.-MS584-11	MG202004	94	Hetero-Colloids	34	334	0	0	4	0	3	3	0	1	0	0	6	6	0	2	9	0	0	3	0	0	2	0	3	1	0	1	1	0	0	4	0	1	0	0	0	2	0	1	13	0	0	11	0	0	0	0	0	1	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	2	42	0	0	31	0	0	0	0	0	26	0	0	89	1	45	4	0	0	0	0	0	0	0
OTU830	Eukaryota-incertae-sedis	Picozoa	Picomonadea	Picomonas-judraskeda	JX988758	93	Hetero-Colloids	44	381	0	1	5	0	5	1	0	1	0	0	9	6	0	9	17	0	0	9	0	1	2	0	3	0	0	1	1	0	0	3	0	2	2	0	0	3	0	0	2	0	1	6	0	0	0	0	1	4	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	4	0	0	0	1	9	0	23	21	0	1	31	0	0	1	0	3	47	0	0	81	4	34	5	0	10	0	0	0	4	3
OTU836	Eukaryota-incertae-sedis	Picozoa	Picomonadea	Picomonas-judraskeda	JX988758	94	Hetero-Colloids	23	247	0	0	0	0	0	0	0	0	0	0	3	6	0	16	8	0	0	2	0	0	2	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	32	0	0	38	0	0	0	0	0	16	0	0	59	1	34	1	0	1	0	0	0	0	0
OTU8579	Eukaryota-incertae-sedis	Picozoa	Picomonadea	Picomonas-judraskeda	JX988758	90	Hetero-Colloids	21	86	0	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	6	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	1	31	0	0	4	0	0	0	0	1	5	0	0	15	0	2	0	0	0	0	0	0	0	0
OTU903	Eukaryota-incertae-sedis	Picozoa	Picomonadea	Picomonas-judraskeda	JX988758	89	Hetero-Colloids	29	130	0	3	0	0	7	1	0	0	0	0	2	0	0	10	5	0	0	0	0	3	3	0	12	1	0	12	0	0	0	0	0	10	2	0	3	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	4	0	3	0	0	0	1	0	0	0	0	3	0	6	0	2	0	5	0	8	16
OTU905	Eukaryota-incertae-sedis	Picozoa	Picomonadea	Picomonas-judraskeda	JX988758	93	Hetero-Colloids	29	269	0	0	0	0	10	1	0	0	0	0	5	0	0	42	6	0	0	0	0	0	1	0	2	1	0	2	1	0	0	0	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	53	1	0	16	70	2	0	0	0	6	1	0	0	6	1	7	17	0	2	0	0	0	1	3
OTU960	Eukaryota-incertae-sedis	Picozoa	Picomonadea	Picomonas-judraskeda	JX988758	88	Hetero-Colloids	13	116	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	31	0	0	0	0	0	1	0	2	0	0	10	0	49	0	9	0	1	0	2	0
OTU1047	Sar	Alveolata	Ciliophora	Spirostrombidium-apourceolare	KU525746	97	Klepto?	23	409	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	5	44	116	0	0	1	0	0	0	0	3	11	0	1	15	0	0	0	0	0	0	0	2	16	0	1	30	0	0	0	0	0	12	0	2	3	0	2	52	0	0	2	0	0	1	0	0	5	0	0	0	0	0	0	18	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1062	Sar	Alveolata	Ciliophora	Strombidium-caudispina	KY980391	98	Klepto?	46	516	0	0	24	0	0	6	1	23	0	0	0	8	0	0	8	0	0	0	0	0	13	0	2	19	0	1	5	0	0	0	0	0	3	1	0	21	0	2	5	1	2	9	1	37	14	0	4	8	0	28	18	0	6	29	0	24	14	1	27	14	0	13	18	0	0	9	4	0	0	0	1	0	0	23	0	0	0	0	0	0	1	1	15	0	0	15	4	32	0	0	0	0	0	0	0	1
OTU1078	Sar	Alveolata	Ciliophora	Strombidium-caudispina	KY980391	99	Klepto?	19	276	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	25	23	0	0	15	0	13	20	0	0	0	0	13	22	0	31	4	0	15	85	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU1079	Sar	Alveolata	Ciliophora	Cymatocylis-calyciformis	JQ924046	96	Klepto?	22	212	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	5	0	0	9	1	0	7	1	0	11	1	0	0	33	0	22	2	0	84	2	0	4	1	0	1	7	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1102	Sar	Alveolata	Ciliophora	Strombidium-caudispina	KY980391	92	Klepto?	50	1146	0	9	22	0	2	12	3	86	0	0	7	6	0	2	10	0	0	0	0	4	36	0	11	53	0	2	11	0	0	1	0	0	9	0	2	29	0	4	2	0	4	11	0	37	80	0	10	31	0	47	101	0	9	41	0	29	80	0	49	92	0	14	115	0	0	1	4	0	0	0	0	0	3	17	0	0	0	2	0	0	0	2	16	2	0	4	5	15	0	0	2	0	0	0	0	0
OTU1108	Sar	Alveolata	Ciliophora	Strombidium-caudispina	KY980391	97	Klepto?	23	385	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	3	6	0	21	17	0	2	1	0	31	20	0	0	0	0	43	48	0	20	10	0	37	85	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU1120	Sar	Alveolata	Ciliophora	Strombidium-caudispina	KY980391	98	Klepto?	17	109	0	0	1	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	20	0	1	45	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	7	1	4	0	0	0	0	0	0	0	0
OTU1125	Sar	Alveolata	Ciliophora	Strombidium-cf.-basimorphum	KY980159	92	Klepto?	25	166	0	0	3	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	4	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	19	0	0	0	0	2	1	0	5	0	2	1	0	0	0	0	0	1	97
OTU122	Sar	Alveolata	Ciliophora	Strombidium-caudispina	KY980391	99	Klepto?	57	2621	0	9	76	0	4	20	10	230	0	0	1	19	0	4	18	0	1	0	0	5	70	0	7	82	0	7	24	0	0	1	0	0	5	0	1	68	0	7	11	0	15	32	0	141	164	0	14	83	0	120	227	0	14	140	0	94	162	1	96	167	4	47	212	1	0	6	6	0	0	0	1	0	1	90	0	0	0	0	0	0	1	5	30	0	0	12	7	41	1	0	3	0	0	0	2	1
OTU1229	Sar	Alveolata	Ciliophora	Cymatocylis-calyciformis	JQ924046	98	Klepto?	15	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	11	0	0	21	0	0	0	0	0	0	0	0	57	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	0	9	1	0	1	0	0	0	18	0	0	1	23	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU124	Sar	Alveolata	Ciliophora	Spirostrombidium-apourceolare	KU525746	99	Klepto?	55	2597	18	6	125	1	1	37	0	7	1	0	9	51	0	0	8	0	0	5	0	1	19	0	0	14	0	1	7	0	0	0	1	7	164	0	0	6	0	47	337	0	24	374	0	28	120	0	1	27	0	45	104	0	1	2	0	47	181	0	30	199	0	11	36	0	1	46	9	0	0	2	18	0	1	3	0	0	0	2	0	0	0	1	112	2	0	116	13	166	1	0	0	0	0	0	0	1
OTU127	Sar	Alveolata	Ciliophora	Spirostrombidium-apourceolare	KU525746	99	Klepto?	35	1960	0	0	0	0	0	0	5	131	0	0	0	0	0	0	0	57	51	586	0	0	0	0	0	11	1	13	24	2	0	35	0	0	0	0	1	0	3	19	99	0	19	174	0	0	0	0	0	27	0	2	17	1	12	246	1	2	9	0	1	25	0	2	22	0	0	1	0	0	6	16	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU1285	Sar	Alveolata	Ciliophora	Parallelostrombidium-paralatum	KU525748	93	Klepto?	41	256	1	3	11	0	0	0	0	0	0	0	5	4	0	1	4	0	0	0	0	1	1	0	0	4	0	1	6	0	0	0	0	8	91	0	0	0	0	4	4	0	6	10	0	2	4	0	3	2	0	3	7	0	0	0	0	3	7	0	13	10	0	2	4	0	0	4	7	0	0	1	0	0	1	0	0	0	1	0	0	0	1	2	7	4	0	0	0	2	1	0	0	0	0	0	0	0
OTU13	Sar	Alveolata	Ciliophora	Cymatocylis-calyciformis	JQ924046	100	Klepto?	57	15310	3	0	0	0	0	0	6	2	1	29	1	1	95	0	0	121	1	1	8	0	0	3	0	0	82	0	0	393	0	1	0	0	0	0	0	1	1209	8	5	950	19	1	77	28	3	199	13	7	487	14	1	6	2883	1	3188	165	30	3971	133	8	402	53	9	66	239	0	0	69	260	10	1	0	0	0	0	0	0	0	0	0	26	3	1	7	6	0	1	0	0	2	0	0	0	0	0	0
OTU1355	Sar	Alveolata	Ciliophora	Spirostrombidium-apourceolare	KU525746	97	Klepto?	34	119	0	0	11	0	0	0	0	1	0	0	1	4	0	2	0	0	0	0	0	1	2	0	0	2	0	0	2	0	0	0	0	1	3	0	0	0	0	3	5	0	1	10	0	3	5	0	0	1	0	2	2	0	0	0	0	2	6	0	2	16	0	1	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	1	0	4	1	6	0	0	0	0	0	0	0	0
OTU1388	Sar	Alveolata	Ciliophora	Strombidium-paracapitatum	KY980423	93	Klepto?	43	355	0	4	26	0	0	0	1	4	0	0	22	42	0	0	2	0	0	0	0	1	2	0	1	4	0	0	4	0	0	11	0	1	3	0	0	1	0	2	9	0	0	8	0	10	29	0	2	14	0	4	10	0	0	0	0	0	30	0	10	34	0	6	20	0	0	1	1	0	1	2	2	0	1	1	0	0	1	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	22
OTU1424	Sar	Alveolata	Ciliophora	Strombidium-cf.-basimorphum	KY980159	97	Klepto?	20	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	0	3	5	0	8	6	0	1	0	0	4	3	0	0	0	0	7	20	0	4	7	0	15	28	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1436	Sar	Alveolata	Ciliophora	Spirostrombidium-apourceolare	KU525746	99	Klepto?	20	138	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	0	0	2	0	3	10	0	0	5	0	1	5	0	3	15	0	0	12	0	1	19	0	0	16	0	1	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU1437	Sar	Alveolata	Ciliophora	Strombidium-caudispina	KY980391	99	Klepto?	24	211	0	0	12	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	14	0	0	1	0	0	15	0	0	27	0	2	20	0	1	1	0	2	4	0	0	1	0	0	39	0	2	29	0	0	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	18	0	3	0	0	0	0	0	0	0	0
OTU1471	Sar	Alveolata	Ciliophora	Cymatocylis-calyciformis	JQ924046	96	Klepto?	20	92	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	1	0	0	3	2	0	0	1	0	2	0	0	8	0	3	25	14	2	8	0	2	9	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1478	Sar	Alveolata	Ciliophora	Spirostrombidium-apourceolare	KU525746	96	Klepto?	24	441	0	0	0	0	0	0	3	18	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	6	0	28	10	0	12	15	0	3	0	0	23	13	0	1	0	0	23	46	0	37	13	0	29	109	0	0	14	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU1507	Sar	Alveolata	Ciliophora	Cymatocylis-calyciformis	JQ924046	98	Klepto?	7	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	1	17	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1607	Sar	Alveolata	Ciliophora	Spirostrombidium-apourceolare	KU525746	98	Klepto?	17	134	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	3	5	0	4	10	0	0	0	0	11	6	0	0	0	0	7	21	0	4	6	0	7	29	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1647	Sar	Alveolata	Ciliophora	Strombidium-caudispina	KY980391	95	Klepto?	35	134	0	1	2	0	0	0	1	11	0	0	0	3	0	1	3	0	0	0	0	0	14	0	3	7	0	0	0	0	0	0	0	0	0	1	1	4	0	0	1	0	1	0	0	9	2	0	2	10	0	5	7	0	1	9	0	3	3	0	5	5	0	1	2	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	4	0	5	0	0	0	0	0	0	0	0
OTU1668	Sar	Alveolata	Ciliophora	Strombidium-caudispina	KY980391	90	Klepto?	21	90	0	0	9	0	1	8	0	2	0	0	0	3	0	0	3	0	0	0	0	0	13	0	0	17	0	0	2	0	0	0	0	0	1	0	0	2	0	0	1	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	11	0	3	0	0	0	0	0	0	0	0
OTU1686	Sar	Alveolata	Ciliophora	Strombidium-caudispina	KY980391	95	Klepto?	38	248	0	1	6	0	0	3	0	3	0	0	0	4	0	3	6	0	0	0	0	0	8	0	1	10	0	1	1	0	0	1	0	0	1	0	1	1	0	0	2	0	0	3	0	2	4	0	0	1	0	1	2	0	0	8	0	1	4	0	0	3	0	0	3	0	0	0	1	0	0	0	0	0	4	90	0	0	1	0	0	0	0	1	13	0	0	17	4	30	0	0	0	0	0	0	0	2
OTU170	Sar	Alveolata	Ciliophora	Spirostrombidium-apourceolare	KU525746	98	Klepto?	29	1471	0	0	0	0	0	0	8	32	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	62	103	0	39	83	0	30	77	0	7	1	0	76	83	0	2	0	0	100	210	0	56	64	0	98	249	0	0	51	7	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	21	1	0	2	0	0	0	0	0	0	0	0	0	0
OTU171	Sar	Alveolata	Ciliophora	Strombidium-paracapitatum	KY980423	97	Klepto?	59	3628	0	41	300	0	0	6	2	11	0	0	134	382	0	1	10	0	0	7	0	1	22	0	3	31	0	2	36	0	0	38	0	7	5	0	2	34	0	19	146	0	24	93	0	50	290	0	23	107	0	42	129	0	1	17	0	45	281	0	67	300	1	25	288	0	0	31	2	0	0	19	82	0	0	18	0	0	2	28	1	28	1	2	11	1	0	12	1	6	0	0	0	0	11	0	4	345
OTU1785	Sar	Alveolata	Ciliophora	Strombidium-cf.-basimorphum	KY980159	98	Klepto?	27	161	0	0	1	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	3	14	0	4	20	0	3	10	0	0	9	0	1	13	0	0	4	0	1	18	0	3	11	0	2	12	0	0	5	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
OTU1809	Sar	Alveolata	Ciliophora	Strombidium-caudispina	KY980391	93	Klepto?	35	261	0	2	2	0	1	2	1	15	0	0	0	0	0	2	4	0	0	0	0	0	2	0	1	4	0	1	4	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	9	31	0	0	6	0	14	36	0	2	13	0	6	28	0	11	19	0	6	23	1	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
OTU1811	Sar	Alveolata	Ciliophora	Strombidium-caudispina	KY980391	98	Klepto?	18	151	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	4	2	0	10	7	0	0	0	0	12	8	0	0	0	0	8	29	0	11	9	0	10	24	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1836	Sar	Alveolata	Ciliophora	Cymatocylis-calyciformis	JQ924046	98	Klepto?	30	121	0	0	0	0	0	0	5	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	2	0	0	2	1	3	1	0	1	1	1	1	15	0	12	11	4	15	15	1	12	3	0	2	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
OTU1986	Sar	Alveolata	Ciliophora	Strombidium-paracapitatum	KY980423	91	Klepto?	34	208	0	2	14	0	0	0	0	1	0	0	10	12	0	0	0	0	0	1	0	0	1	0	1	4	0	0	2	0	0	1	0	1	0	0	0	1	0	2	12	0	0	1	0	3	23	0	0	5	0	3	8	0	0	0	0	1	26	0	5	18	0	1	26	0	0	1	0	0	0	0	3	0	0	0	0	0	0	2	0	4	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	8
OTU210	Sar	Alveolata	Ciliophora	Strombidium-caudispina	KY980391	98	Klepto?	43	1460	9	4	53	0	0	33	0	9	0	0	2	7	2	0	8	0	0	0	0	2	26	0	1	24	0	0	5	0	0	0	0	4	124	0	0	3	0	14	84	0	14	154	0	40	87	0	0	8	0	50	90	0	1	1	0	39	128	0	22	109	0	12	16	0	0	12	15	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	78	1	0	71	4	92	0	0	0	0	0	0	0	0
OTU2118	Sar	Alveolata	Ciliophora	Strombidium-caudispina	KY980391	99	Klepto?	15	149	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	6	7	0	2	18	0	0	0	0	0	4	0	0	0	0	4	33	0	0	11	0	13	34	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2125	Sar	Alveolata	Ciliophora	Strombidium-paracapitatum	KY980423	95	Klepto?	20	80	0	0	7	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	1	0	2	10	0	0	1	0	0	2	0	0	0	0	1	9	0	0	6	0	2	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8
OTU2151	Sar	Alveolata	Ciliophora	Cymatocylis-calyciformis	JQ924046	98	Klepto?	20	309	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	3	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	13	0	0	8	0	0	7	0	0	7	0	0	18	1	0	0	76	0	66	1	0	75	0	0	12	0	0	1	6	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2216	Sar	Alveolata	Ciliophora	Sinistrostrombidium-cupiformum	JX310366	98	Klepto?	20	96	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	3	4	0	1	0	0	0	0	0	7	3	0	0	0	0	18	4	0	2	2	0	17	16	0	0	1	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2437	Sar	Alveolata	Ciliophora	Strombidium-caudispina	KY980391	91	Klepto?	27	109	0	1	2	0	0	10	0	0	0	0	0	0	0	2	9	0	0	0	0	0	21	0	1	11	0	1	0	0	0	0	0	0	13	0	1	3	0	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	4	4	6	0	0	0	1	0	0	2	1
